121,05:13:00
121,05:42:00
171,05:42:42
121,06:12:00
171,06:14:42
177,06:20:42
121,06:43:00
171,06:48:42
177,06:50:42
121,07:11:00
177,07:20:42
171,07:22:42
121,07:41:00
177,07:50:42
171,07:55:42
121,08:10:00
177,08:20:42
171,08:30:42
121,08:36:00
177,08:50:42
121,09:01:00
171,09:02:42
177,09:19:42
121,09:26:00
171,09:33:42
177,09:49:42
121,09:50:00
171,10:04:42
121,10:13:00
177,10:19:42
121,10:33:00
171,10:35:42
177,10:50:42
121,10:52:00
171,11:06:42
121,11:08:00
177,11:21:42
121,11:23:00
171,11:38:42
121,11:39:00
177,11:51:42
121,11:57:00
171,12:09:42
121,12:15:00
177,12:22:42
121,12:33:00
171,12:39:42
121,12:48:00
177,12:53:42
121,13:03:00
171,13:09:42
121,13:18:00
177,13:23:42
121,13:31:00
171,13:39:42
121,13:44:00
177,13:53:42
121,13:57:00
171,14:09:42
121,14:10:00
177,14:23:42
121,14:24:00
121,14:38:00
171,14:39:42
121,14:53:00
177,14:53:42
121,15:07:00
171,15:09:42
177,15:18:42
121,15:20:00
121,15:35:00
171,15:37:42
177,15:43:42
121,15:51:00
121,16:07:00
171,16:07:42
177,16:13:42
121,16:25:00
171,16:37:42
121,16:43:00
177,16:43:42
121,17:01:00
171,17:07:42
177,17:15:42
121,17:18:00
121,17:34:00
171,17:37:42
177,17:46:42
121,17:52:00
171,18:07:42
121,18:12:00
177,18:16:42
121,18:32:00
171,18:37:42
177,18:45:42
121,18:54:00
171,19:07:42
177,19:13:42
121,19:17:00
171,19:37:42
177,19:42:42
121,19:46:00
171,20:07:42
177,20:11:42
121,20:17:00
171,20:37:42
177,20:40:42
121,20:48:00
171,21:06:42
121,21:20:00
171,21:36:42
121,21:50:00
171,22:06:42
121,22:22:00
171,22:37:42
121,22:53:00
171,23:07:42
121,23:24:00
171,23:39:42
121,23:55:00
171,24:11:42
121,24:27:00
171,24:43:42
121,24:56:00
171,25:14:28
121,25:26:00
171,25:44:28
121,25:50:00
380,26:23:45
378,26:37:38
380,27:05:45
378,27:28:38
380,27:56:45
378,28:18:38
380,28:45:45
380,29:04:45
380,29:19:45
380,29:25:45
380,29:31:45
